Date,Open,High,Low,Close,Adj Close,Volume
1933-01-30,6.980000,6.980000,6.980000,6.980000,6.980000,0
1933-01-31,6.940000,6.940000,6.940000,6.940000,6.940000,0
1933-02-01,6.670000,6.670000,6.670000,6.670000,6.670000,0
1933-03-01,5.770000,5.770000,5.770000,5.770000,5.770000,0
1933-05-01,8.430000,8.430000,8.430000,8.430000,8.430000,0
1933-06-01,9.740000,9.740000,9.740000,9.740000,9.740000,0
1933-08-01,10.250000,10.250000,10.250000,10.250000,10.250000,0
1933-09-01,11.230000,11.230000,11.230000,11.230000,11.230000,0
1933-11-01,9.120000,9.120000,9.120000,9.120000,9.120000,0
1933-12-01,9.910000,9.910000,9.910000,9.910000,9.910000,0
1934-01-02,10.110000,10.110000,10.110000,10.110000,10.110000,0
1934-01-03,9.970000,9.970000,9.970000,9.970000,9.970000,0
1934-01-04,9.940000,9.940000,9.940000,9.940000,9.940000,0
1934-01-05,9.810000,9.810000,9.810000,9.810000,9.810000,0
1934-01-08,9.760000,9.760000,9.760000,9.760000,9.760000,0
1934-01-09,9.870000,9.870000,9.870000,9.870000,9.870000,0
1934-01-10,10.140000,10.140000,10.140000,10.140000,10.140000,0
1934-01-11,10.190000,10.190000,10.190000,10.190000,10.190000,0
1934-01-12,10.070000,10.070000,10.070000,10.070000,10.070000,0
1934-01-15,10.640000,10.640000,10.640000,10.640000,10.640000,0
1934-01-16,10.690000,10.690000,10.690000,10.690000,10.690000,0
1934-01-17,10.660000,10.660000,10.660000,10.660000,10.660000,0
1934-01-18,10.630000,10.630000,10.630000,10.630000,10.630000,0
1934-01-19,10.930000,10.930000,10.930000,10.930000,10.930000,0
1934-01-22,10.910000,10.910000,10.910000,10.910000,10.910000,0
1934-01-23,11.050000,11.050000,11.050000,11.050000,11.050000,0
1934-01-24,11.120000,11.120000,11.120000,11.120000,11.120000,0
1934-01-25,11.120000,11.120000,11.120000,11.120000,11.120000,0
1934-01-26,11.020000,11.020000,11.020000,11.020000,11.020000,0
1934-01-29,11.190000,11.190000,11.190000,11.190000,11.190000,0
1934-01-30,11.330000,11.330000,11.330000,11.330000,11.330000,0
1934-01-31,11.170000,11.170000,11.170000,11.170000,11.170000,0
1934-02-01,11.460000,11.460000,11.460000,11.460000,11.460000,0
1934-03-01,10.720000,10.720000,10.720000,10.720000,10.720000,0
1934-05-01,10.460000,10.460000,10.460000,10.460000,10.460000,0
1934-06-01,9.380000,9.380000,9.380000,9.380000,9.380000,0
1934-08-01,8.950000,8.950000,8.950000,8.950000,8.950000,0
1934-10-01,8.830000,8.830000,8.830000,8.830000,8.830000,0
1934-11-01,8.770000,8.770000,8.770000,8.770000,8.770000,0
1935-01-02,9.510000,9.510000,9.510000,9.510000,9.510000,0
1935-01-03,9.530000,9.530000,9.530000,9.530000,9.530000,0
1935-01-04,9.510000,9.510000,9.510000,9.510000,9.510000,0
1935-01-07,9.580000,9.580000,9.580000,9.580000,9.580000,0
1935-01-08,9.470000,9.470000,9.470000,9.470000,9.470000,0
1935-01-09,9.460000,9.460000,9.460000,9.460000,9.460000,0
1935-01-10,9.440000,9.440000,9.440000,9.440000,9.440000,0
1935-01-11,9.250000,9.250000,9.250000,9.250000,9.250000,0
1935-01-14,9.170000,9.170000,9.170000,9.170000,9.170000,0
1935-01-15,8.960000,8.960000,8.960000,8.960000,8.960000,0
1935-01-16,9.000000,9.000000,9.000000,9.000000,9.000000,0
1935-01-17,9.140000,9.140000,9.140000,9.140000,9.140000,0
1935-01-18,9.180000,9.180000,9.180000,9.180000,9.180000,0
1935-01-21,9.280000,9.280000,9.280000,9.280000,9.280000,0
1935-01-22,9.200000,9.200000,9.200000,9.200000,9.200000,0
1935-01-23,9.200000,9.200000,9.200000,9.200000,9.200000,0
1935-01-24,9.180000,9.180000,9.180000,9.180000,9.180000,0
1935-01-25,9.230000,9.230000,9.230000,9.230000,9.230000,0
1935-01-28,9.070000,9.070000,9.070000,9.070000,9.070000,0
1935-01-29,8.980000,8.980000,8.980000,8.980000,8.980000,0
1935-01-30,9.030000,9.030000,9.030000,9.030000,9.030000,0
1935-01-31,9.100000,9.100000,9.100000,9.100000,9.100000,0
1935-02-01,9.050000,9.050000,9.050000,9.050000,9.050000,0
1935-03-01,8.790000,8.790000,8.790000,8.790000,8.790000,0
1935-04-01,8.540000,8.540000,8.540000,8.540000,8.540000,0
1935-05-01,9.230000,9.230000,9.230000,9.230000,9.230000,0
1935-07-01,10.280000,10.280000,10.280000,10.280000,10.280000,0
1935-08-01,11.040000,11.040000,11.040000,11.040000,11.040000,0
1935-10-01,11.480000,11.480000,11.480000,11.480000,11.480000,0
1935-11-01,12.610000,12.610000,12.610000,12.610000,12.610000,0
1936-01-02,13.400000,13.400000,13.400000,13.400000,13.400000,0
1936-01-03,13.550000,13.550000,13.550000,13.550000,13.550000,0
1936-01-06,13.410000,13.410000,13.410000,13.410000,13.410000,0
1936-01-07,13.620000,13.620000,13.620000,13.620000,13.620000,0
1936-01-08,13.700000,13.700000,13.700000,13.700000,13.700000,0
1936-01-09,13.670000,13.670000,13.670000,13.670000,13.670000,0
1936-01-10,13.780000,13.780000,13.780000,13.780000,13.780000,0
1936-01-13,13.720000,13.720000,13.720000,13.720000,13.720000,0
1936-01-14,13.800000,13.800000,13.800000,13.800000,13.800000,0
1936-01-15,13.710000,13.710000,13.710000,13.710000,13.710000,0
1936-01-16,13.770000,13.770000,13.770000,13.770000,13.770000,0
1936-01-17,13.750000,13.750000,13.750000,13.750000,13.750000,0
1936-01-20,13.520000,13.520000,13.520000,13.520000,13.520000,0
1936-01-21,13.470000,13.470000,13.470000,13.470000,13.470000,0
1936-01-22,13.760000,13.760000,13.760000,13.760000,13.760000,0
1936-01-23,13.910000,13.910000,13.910000,13.910000,13.910000,0
1936-01-24,13.850000,13.850000,13.850000,13.850000,13.850000,0
1936-01-27,13.990000,13.990000,13.990000,13.990000,13.990000,0
1936-01-28,14.010000,14.010000,14.010000,14.010000,14.010000,0
1936-01-29,14.150000,14.150000,14.150000,14.150000,14.150000,0
1936-01-30,14.080000,14.080000,14.080000,14.080000,14.080000,0
1936-01-31,14.310000,14.310000,14.310000,14.310000,14.310000,0
1936-04-01,15.190000,15.190000,15.190000,15.190000,15.190000,0
1936-05-01,13.870000,13.870000,13.870000,13.870000,13.870000,0
1936-06-01,14.390000,14.390000,14.390000,14.390000,14.390000,0
1936-07-01,14.900000,14.900000,14.900000,14.900000,14.900000,0
1936-09-01,15.950000,15.950000,15.950000,15.950000,15.950000,0
1936-10-01,16.040001,16.040001,16.040001,16.040001,16.040001,0
1936-12-01,17.139999,17.139999,17.139999,17.139999,17.139999,0
1937-01-04,16.930000,16.930000,16.930000,16.930000,16.930000,0
1937-01-05,17.080000,17.080000,17.080000,17.080000,17.080000,0
1937-01-06,17.090000,17.090000,17.090000,17.090000,17.090000,0
1937-01-07,17.480000,17.480000,17.480000,17.480000,17.480000,0
1937-01-08,17.480000,17.480000,17.480000,17.480000,17.480000,0
1937-01-11,17.570000,17.570000,17.570000,17.570000,17.570000,0
1937-01-12,17.580000,17.580000,17.580000,17.580000,17.580000,0
1937-01-13,17.610001,17.610001,17.610001,17.610001,17.610001,0
1937-01-14,17.660000,17.660000,17.660000,17.660000,17.660000,0
1937-01-15,17.740000,17.740000,17.740000,17.740000,17.740000,0
1937-01-18,17.740000,17.740000,17.740000,17.740000,17.740000,0
1937-01-19,17.620001,17.620001,17.620001,17.620001,17.620001,0
1937-01-20,17.840000,17.840000,17.840000,17.840000,17.840000,0
1937-01-21,17.959999,17.959999,17.959999,17.959999,17.959999,0
1937-01-22,17.870001,17.870001,17.870001,17.870001,17.870001,0
1937-01-25,17.770000,17.770000,17.770000,17.770000,17.770000,0
1937-01-26,17.510000,17.510000,17.510000,17.510000,17.510000,0
1937-01-27,17.650000,17.650000,17.650000,17.650000,17.650000,0
1937-01-28,17.629999,17.629999,17.629999,17.629999,17.629999,0
1937-01-29,17.770000,17.770000,17.770000,17.770000,17.770000,0
1937-02-01,17.879999,17.879999,17.879999,17.879999,17.879999,0
1937-03-01,18.090000,18.090000,18.090000,18.090000,18.090000,0
1937-04-01,17.709999,17.709999,17.709999,17.709999,17.709999,0
1937-06-01,15.960000,15.960000,15.960000,15.960000,15.960000,0
1937-07-01,15.470000,15.470000,15.470000,15.470000,15.470000,0
1937-09-01,15.610000,15.610000,15.610000,15.610000,15.610000,0
1937-10-01,13.720000,13.720000,13.720000,13.720000,13.720000,0
1937-11-01,12.080000,12.080000,12.080000,12.080000,12.080000,0
1937-12-01,10.970000,10.970000,10.970000,10.970000,10.970000,0
1938-01-03,10.520000,10.520000,10.520000,10.520000,10.520000,0
1938-01-04,10.990000,10.990000,10.990000,10.990000,10.990000,0
1938-01-05,10.920000,10.920000,10.920000,10.920000,10.920000,0
1938-01-06,11.740000,11.740000,11.740000,11.740000,11.740000,0
1938-01-07,11.320000,11.320000,11.320000,11.320000,11.320000,0
1938-01-10,11.870000,11.870000,11.870000,11.870000,11.870000,0
1938-01-11,11.950000,11.950000,11.950000,11.950000,11.950000,0
1938-01-12,11.840000,11.840000,11.840000,11.840000,11.840000,0
1938-01-13,11.670000,11.670000,11.670000,11.670000,11.670000,0
1938-01-14,11.700000,11.700000,11.700000,11.700000,11.700000,0
1938-01-17,11.670000,11.670000,11.670000,11.670000,11.670000,0
1938-01-18,11.550000,11.550000,11.550000,11.550000,11.550000,0
1938-01-19,11.450000,11.450000,11.450000,11.450000,11.450000,0
1938-01-20,11.660000,11.660000,11.660000,11.660000,11.660000,0
1938-01-21,11.440000,11.440000,11.440000,11.440000,11.440000,0
1938-01-24,11.400000,11.400000,11.400000,11.400000,11.400000,0
1938-01-25,11.220000,11.220000,11.220000,11.220000,11.220000,0
1938-01-26,10.790000,10.790000,10.790000,10.790000,10.790000,0
1938-01-27,10.640000,10.640000,10.640000,10.640000,10.640000,0
1938-01-28,10.550000,10.550000,10.550000,10.550000,10.550000,0
1938-01-31,10.690000,10.690000,10.690000,10.690000,10.690000,0
1938-02-01,10.890000,10.890000,10.890000,10.890000,10.890000,0
1938-03-01,11.460000,11.460000,11.460000,11.460000,11.460000,0
1938-04-01,8.910000,8.910000,8.910000,8.910000,8.910000,0
1938-06-01,9.570000,9.570000,9.570000,9.570000,9.570000,0
1938-07-01,11.910000,11.910000,11.910000,11.910000,11.910000,0
1938-08-01,12.250000,12.250000,12.250000,12.250000,12.250000,0
1938-09-01,11.920000,11.920000,11.920000,11.920000,11.920000,0
1938-11-01,13.100000,13.100000,13.100000,13.100000,13.100000,0
1938-12-01,12.610000,12.610000,12.610000,12.610000,12.610000,0
1939-01-03,13.080000,13.080000,13.080000,13.080000,13.080000,0
1939-01-04,13.230000,13.230000,13.230000,13.230000,13.230000,0
1939-01-05,13.060000,13.060000,13.060000,13.060000,13.060000,0
1939-01-06,13.070000,13.070000,13.070000,13.070000,13.070000,0
1939-01-09,12.790000,12.790000,12.790000,12.790000,12.790000,0
1939-01-10,12.810000,12.810000,12.810000,12.810000,12.810000,0
1939-01-11,12.570000,12.570000,12.570000,12.570000,12.570000,0
1939-01-12,12.470000,12.470000,12.470000,12.470000,12.470000,0
1939-01-13,12.330000,12.330000,12.330000,12.330000,12.330000,0
1939-01-16,12.630000,12.630000,12.630000,12.630000,12.630000,0
1939-01-17,12.730000,12.730000,12.730000,12.730000,12.730000,0
1939-01-18,12.710000,12.710000,12.710000,12.710000,12.710000,0
1939-01-19,12.800000,12.800000,12.800000,12.800000,12.800000,0
1939-01-20,12.750000,12.750000,12.750000,12.750000,12.750000,0
1939-01-23,11.930000,11.930000,11.930000,11.930000,11.930000,0
1939-01-24,11.980000,11.980000,11.980000,11.980000,11.980000,0
1939-01-25,11.910000,11.910000,11.910000,11.910000,11.910000,0
1939-01-26,11.530000,11.530000,11.530000,11.530000,11.530000,0
1939-01-27,11.860000,11.860000,11.860000,11.860000,11.860000,0
1939-01-30,12.160000,12.160000,12.160000,12.160000,12.160000,0
1939-01-31,12.300000,12.300000,12.300000,12.300000,12.300000,0
1939-02-01,12.120000,12.120000,12.120000,12.120000,12.120000,0
1939-03-01,12.700000,12.700000,12.700000,12.700000,12.700000,0
1939-05-01,10.860000,10.860000,10.860000,10.860000,10.860000,0
1939-06-01,11.420000,11.420000,11.420000,11.420000,11.420000,0
1939-08-01,12.040000,12.040000,12.040000,12.040000,12.040000,0
1939-09-01,11.300000,11.300000,11.300000,11.300000,11.300000,0
1939-11-01,12.820000,12.820000,12.820000,12.820000,12.820000,0
1939-12-01,12.290000,12.290000,12.290000,12.290000,12.290000,0
1940-01-02,12.630000,12.630000,12.630000,12.630000,12.630000,0
1940-01-03,12.770000,12.770000,12.770000,12.770000,12.770000,0
1940-01-04,12.730000,12.730000,12.730000,12.730000,12.730000,0
1940-01-05,12.660000,12.660000,12.660000,12.660000,12.660000,0
1940-01-08,12.670000,12.670000,12.670000,12.670000,12.670000,0
1940-01-09,12.550000,12.550000,12.550000,12.550000,12.550000,0
1940-01-10,12.570000,12.570000,12.570000,12.570000,12.570000,0
1940-01-11,12.370000,12.370000,12.370000,12.370000,12.370000,0
1940-01-12,12.130000,12.130000,12.130000,12.130000,12.130000,0
1940-01-15,12.070000,12.070000,12.070000,12.070000,12.070000,0
1940-01-16,12.140000,12.140000,12.140000,12.140000,12.140000,0
1940-01-17,12.150000,12.150000,12.150000,12.150000,12.150000,0
1940-01-18,12.130000,12.130000,12.130000,12.130000,12.130000,0
1940-01-19,12.150000,12.150000,12.150000,12.150000,12.150000,0
1940-01-22,12.060000,12.060000,12.060000,12.060000,12.060000,0
1940-01-23,12.110000,12.110000,12.110000,12.110000,12.110000,0
1940-01-24,12.270000,12.270000,12.270000,12.270000,12.270000,0
1940-01-25,12.160000,12.160000,12.160000,12.160000,12.160000,0
1940-01-26,12.150000,12.150000,12.150000,12.150000,12.150000,0
1940-01-29,12.160000,12.160000,12.160000,12.160000,12.160000,0
1940-01-30,12.090000,12.090000,12.090000,12.090000,12.090000,0
1940-01-31,12.050000,12.050000,12.050000,12.050000,12.050000,0
1940-02-01,12.050000,12.050000,12.050000,12.050000,12.050000,0
1940-03-01,12.060000,12.060000,12.060000,12.060000,12.060000,0
1940-04-01,12.210000,12.210000,12.210000,12.210000,12.210000,0
1940-05-01,12.030000,12.030000,12.030000,12.030000,12.030000,0
1940-07-01,9.870000,9.870000,9.870000,9.870000,9.870000,0
1940-08-01,10.260000,10.260000,10.260000,10.260000,10.260000,0
1940-10-01,10.810000,10.810000,10.810000,10.810000,10.810000,0
1940-11-01,11.080000,11.080000,11.080000,11.080000,11.080000,0
1941-01-02,10.480000,10.480000,10.480000,10.480000,10.480000,0
1941-01-03,10.720000,10.720000,10.720000,10.720000,10.720000,0
1941-01-06,10.740000,10.740000,10.740000,10.740000,10.740000,0
1941-01-07,10.750000,10.750000,10.750000,10.750000,10.750000,0
1941-01-08,10.770000,10.770000,10.770000,10.770000,10.770000,0
1941-01-09,10.830000,10.830000,10.830000,10.830000,10.830000,0
1941-01-10,10.860000,10.860000,10.860000,10.860000,10.860000,0
1941-01-13,10.820000,10.820000,10.820000,10.820000,10.820000,0
1941-01-14,10.760000,10.760000,10.760000,10.760000,10.760000,0
1941-01-15,10.670000,10.670000,10.670000,10.670000,10.670000,0
1941-01-16,10.540000,10.540000,10.540000,10.540000,10.540000,0
1941-01-17,10.520000,10.520000,10.520000,10.520000,10.520000,0
1941-01-20,10.470000,10.470000,10.470000,10.470000,10.470000,0
1941-01-21,10.370000,10.370000,10.370000,10.370000,10.370000,0
1941-01-22,10.430000,10.430000,10.430000,10.430000,10.430000,0
1941-01-23,10.420000,10.420000,10.420000,10.420000,10.420000,0
1941-01-24,10.450000,10.450000,10.450000,10.450000,10.450000,0
1941-01-27,10.490000,10.490000,10.490000,10.490000,10.490000,0
1941-01-28,10.430000,10.430000,10.430000,10.430000,10.430000,0
1941-01-29,10.220000,10.220000,10.220000,10.220000,10.220000,0
1941-01-30,10.040000,10.040000,10.040000,10.040000,10.040000,0
1941-01-31,10.070000,10.070000,10.070000,10.070000,10.070000,0
1941-04-01,9.970000,9.970000,9.970000,9.970000,9.970000,0
1941-05-01,9.300000,9.300000,9.300000,9.300000,9.300000,0
1941-07-01,9.820000,9.820000,9.820000,9.820000,9.820000,0
1941-08-01,10.340000,10.340000,10.340000,10.340000,10.340000,0
1941-10-01,10.170000,10.170000,10.170000,10.170000,10.170000,0
1941-12-01,9.070000,9.070000,9.070000,9.070000,9.070000,0
1942-01-02,8.890000,8.890000,8.890000,8.890000,8.890000,0
1942-01-05,9.090000,9.090000,9.090000,9.090000,9.090000,0
1942-01-06,9.050000,9.050000,9.050000,9.050000,9.050000,0
1942-01-07,9.000000,9.000000,9.000000,9.000000,9.000000,0
1942-01-08,8.880000,8.880000,8.880000,8.880000,8.880000,0
